EmployeeID,Name,Department,JobRole,MonthlyIncome,OverTime,Attrition_Probability,Attrition_Risk_Level,EngagementScore,Engagement_Category,CurrentSkills,MissingSkills,SkillGapCount,UpskillingRecommendation
548,Employee #548,Research & Development,Manufacturing Director,6091.0,No,0.0545,LOW,86.2,HIGH,"Budgeting, Lean Six Sigma, ERP","Supply Chain, Operations Management",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
549,Employee #549,Research & Development,Manager,19566.0,No,0.057,LOW,84.43,HIGH,"Performance Management, Budgeting, Leadership","Project Management, Strategic Planning",2,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
550,Employee #550,Research & Development,Manufacturing Director,4810.0,No,0.0011,LOW,70.74,MEDIUM,"ERP, Budgeting, Lean Six Sigma","Supply Chain, Operations Management",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
551,Employee #551,Research & Development,Healthcare Representative,4523.0,No,0.0038,LOW,75.7,HIGH,"Customer Service, Patient Care, Medical Records, Communication",EMR Software,1,Healthcare Electronic Medical Records Administration
554,Employee #554,Sales,Sales Representative,3202.0,Yes,0.7858,HIGH,68.86,MEDIUM,"Customer Service, Salesforce, Cold Calling","Communication, CRM",2,Professional Skill Development: Communication; Professional Skill Development: CRM
555,Employee #555,Sales,Sales Representative,2351.0,No,0.3123,MEDIUM,60.52,MEDIUM,"Cold Calling, Communication","Salesforce, Customer Service, CRM",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Customer Service
556,Employee #556,Research & Development,Laboratory Technician,1702.0,Yes,0.2384,LOW,88.38,HIGH,"Quality Control, Excel, Sample Preparation","Lab Safety, Data Entry",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
558,Employee #558,Sales,Manager,18041.0,No,0.0008,LOW,82.73,HIGH,"Strategic Planning, Performance Management, Budgeting","Leadership, Project Management",2,Professional Skill Development: Leadership; Professional Skill Development: Project Management
560,Employee #560,Research & Development,Research Scientist,2886.0,No,0.0673,LOW,69.82,MEDIUM,"R, Machine Learning, Lab Equipment, Statistics","Python, Data Analysis",2,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
562,Employee #562,Research & Development,Laboratory Technician,2097.0,No,0.0264,LOW,62.79,MEDIUM,"Lab Safety, Sample Preparation","Quality Control, Data Entry, Excel",3,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
564,Employee #564,Research & Development,Research Director,11935.0,No,0.0085,LOW,92.44,HIGH,"Leadership, R&D Strategy, Grant Writing","Data Analysis, Python",2,Professional Skill Development: Data Analysis; Advanced Python Programming & Data Science Masterclass
565,Employee #565,Research & Development,Research Scientist,2546.0,No,0.3342,MEDIUM,79.28,HIGH,"R, Lab Equipment, Data Analysis","Python, Statistics, Machine Learning",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
566,Employee #566,Human Resources,Human Resources,2564.0,No,0.5081,HIGH,92.95,HIGH,"Workday, Recruiting, Payroll","HRIS, Employee Relations, Compliance",3,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Employee Relations
567,Employee #567,Sales,Sales Executive,8412.0,No,0.0217,LOW,81.92,HIGH,"Excel, Communication, Lead Generation","CRM Software, Salesforce, Negotiation",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
568,Employee #568,Sales,Manager,14118.0,No,0.0486,LOW,66.5,MEDIUM,"Budgeting, Performance Management, Strategic Planning","Leadership, Project Management",2,Professional Skill Development: Leadership; Professional Skill Development: Project Management
569,Employee #569,Research & Development,Manager,17046.0,No,0.1148,LOW,90.98,HIGH,"Performance Management, Leadership, Budgeting","Project Management, Strategic Planning",2,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
571,Employee #571,Research & Development,Laboratory Technician,2564.0,No,0.0173,LOW,84.3,HIGH,"Excel, Sample Preparation, Data Entry","Lab Safety, Quality Control",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
573,Employee #573,Sales,Sales Executive,10266.0,No,0.1,LOW,65.11,MEDIUM,"CRM Software, Excel, Lead Generation","Salesforce, Negotiation, Communication",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
574,Employee #574,Research & Development,Manufacturing Director,5070.0,No,0.0022,LOW,67.94,MEDIUM,"Budgeting, ERP, Supply Chain, Operations Management",Lean Six Sigma,1,Lean Six Sigma Green Belt Enterprise Certification
575,Employee #575,Research & Development,Research Director,17861.0,No,0.0168,LOW,56.85,MEDIUM,"Grant Writing, Data Analysis, Leadership","R&D Strategy, Python",2,Professional Skill Development: R&D Strategy; Advanced Python Programming & Data Science Masterclass
577,Employee #577,Research & Development,Laboratory Technician,4230.0,No,0.37,MEDIUM,60.88,MEDIUM,"Quality Control, Sample Preparation, Excel","Lab Safety, Data Entry",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
578,Employee #578,Research & Development,Laboratory Technician,3780.0,No,0.0944,LOW,56.83,MEDIUM,"Lab Safety, Sample Preparation","Quality Control, Data Entry, Excel",3,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
579,Employee #579,Research & Development,Research Scientist,2768.0,No,0.008,LOW,61.98,MEDIUM,"Python, R, Machine Learning, Statistics","Data Analysis, Lab Equipment",2,Professional Skill Development: Data Analysis; Professional Skill Development: Lab Equipment
580,Employee #580,Sales,Sales Executive,9071.0,Yes,0.0817,LOW,86.88,HIGH,"CRM Software, Communication, Lead Generation","Salesforce, Negotiation, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
581,Employee #581,Research & Development,Manufacturing Director,10648.0,No,0.0009,LOW,60.8,MEDIUM,"Supply Chain, Budgeting, Lean Six Sigma","Operations Management, ERP",2,Professional Skill Development: Operations Management; Professional Skill Development: ERP
582,Employee #582,Research & Development,Manager,13610.0,Yes,0.25,LOW,83.22,HIGH,"Performance Management, Strategic Planning","Leadership, Project Management, Budgeting",3,Professional Skill Development: Leadership; Professional Skill Development: Project Management
584,Employee #584,Research & Development,Laboratory Technician,3408.0,No,0.3364,MEDIUM,65.18,MEDIUM,"Excel, Data Entry, Sample Preparation","Lab Safety, Quality Control",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
585,Employee #585,Sales,Sales Representative,2983.0,No,0.3446,MEDIUM,87.42,HIGH,"CRM, Salesforce, Customer Service","Cold Calling, Communication",2,Professional Skill Development: Cold Calling; Professional Skill Development: Communication
586,Employee #586,Research & Development,Healthcare Representative,7632.0,Yes,0.0831,LOW,66.91,MEDIUM,"Communication, Patient Care, Medical Records","Customer Service, EMR Software",2,Professional Skill Development: Customer Service; Healthcare Electronic Medical Records Administration
587,Employee #587,Research & Development,Healthcare Representative,9824.0,No,0.3744,MEDIUM,58.96,MEDIUM,"Customer Service, Medical Records, Communication","Patient Care, EMR Software",2,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
590,Employee #590,Human Resources,Human Resources,9950.0,Yes,0.896,HIGH,61.5,MEDIUM,"HRIS, Compliance, Employee Relations, Payroll","Recruiting, Workday",2,Professional Skill Development: Recruiting; Workday Human Capital Management Fundamentals
591,Employee #591,Research & Development,Laboratory Technician,2093.0,No,0.0458,LOW,90.56,HIGH,"Quality Control, Lab Safety","Sample Preparation, Data Entry, Excel",3,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
592,Employee #592,Sales,Sales Executive,9980.0,No,0.0791,LOW,56.8,MEDIUM,"Negotiation, Communication, Lead Generation","CRM Software, Salesforce, Excel",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
593,Employee #593,Research & Development,Laboratory Technician,3894.0,No,0.6829,HIGH,60.47,MEDIUM,"Sample Preparation, Excel","Lab Safety, Quality Control, Data Entry",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Six Sigma Quality Assurance & Process Improvement
595,Employee #595,Sales,Sales Executive,4051.0,No,0.0278,LOW,90.13,HIGH,"Negotiation, CRM Software, Lead Generation","Salesforce, Communication, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
597,Employee #597,Sales,Manager,16835.0,No,0.0217,LOW,81.13,HIGH,"Leadership, Budgeting","Project Management, Strategic Planning, Performance Management",3,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
599,Employee #599,Sales,Sales Executive,6230.0,No,0.0079,LOW,70.53,MEDIUM,"Lead Generation, Excel, CRM Software, Negotiation","Salesforce, Communication",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
600,Employee #600,Sales,Sales Executive,4717.0,No,0.1331,LOW,67.57,MEDIUM,"CRM Software, Excel, Communication, Salesforce","Negotiation, Lead Generation",2,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
601,Employee #601,Research & Development,Manufacturing Director,13237.0,No,0.0255,LOW,79.37,HIGH,"Supply Chain, Operations Management, Lean Six Sigma","ERP, Budgeting",2,Professional Skill Development: ERP; Professional Skill Development: Budgeting
602,Employee #602,Research & Development,Laboratory Technician,3755.0,No,0.0558,LOW,60.11,MEDIUM,"Data Entry, Lab Safety, Sample Preparation","Quality Control, Excel",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Excel
604,Employee #604,Sales,Sales Executive,6582.0,Yes,0.2328,LOW,91.55,HIGH,"Negotiation, CRM Software, Lead Generation, Excel","Salesforce, Communication",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
605,Employee #605,Research & Development,Manufacturing Director,7406.0,Yes,0.0826,LOW,85.05,HIGH,"ERP, Budgeting, Supply Chain","Operations Management, Lean Six Sigma",2,Professional Skill Development: Operations Management; Lean Six Sigma Green Belt Enterprise Certification
606,Employee #606,Sales,Sales Executive,4805.0,No,0.0026,LOW,76.95,HIGH,"Salesforce, Excel, Negotiation, Communication","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
608,Employee #608,Human Resources,Human Resources,2741.0,Yes,0.6539,HIGH,74.08,MEDIUM,"Payroll, Employee Relations, Recruiting","HRIS, Compliance, Workday",3,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Compliance
611,Employee #611,Research & Development,Manufacturing Director,4262.0,No,0.033,LOW,67.12,MEDIUM,"Lean Six Sigma, Operations Management, ERP","Supply Chain, Budgeting",2,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Budgeting
612,Employee #612,Research & Development,Research Director,16184.0,No,0.0048,LOW,94.52,HIGH,"Grant Writing, Data Analysis","R&D Strategy, Python, Leadership",3,Professional Skill Development: R&D Strategy; Advanced Python Programming & Data Science Masterclass
613,Employee #613,Sales,Manager,11557.0,No,0.1668,LOW,69.98,MEDIUM,"Budgeting, Performance Management, Strategic Planning","Leadership, Project Management",2,Professional Skill Development: Leadership; Professional Skill Development: Project Management
614,Employee #614,Sales,Sales Representative,1878.0,Yes,0.9702,HIGH,86.68,HIGH,"Cold Calling, CRM","Salesforce, Customer Service, Communication",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Customer Service
615,Employee #615,Sales,Sales Executive,10932.0,No,0.0439,LOW,61.85,MEDIUM,"CRM Software, Communication, Salesforce","Negotiation, Lead Generation, Excel",3,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
616,Employee #616,Research & Development,Healthcare Representative,6811.0,Yes,0.04,LOW,82.18,HIGH,"EMR Software, Communication","Patient Care, Medical Records, Customer Service",3,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
618,Employee #618,Sales,Sales Executive,4306.0,No,0.3739,MEDIUM,70.95,MEDIUM,"Salesforce, Communication, Lead Generation, Excel","CRM Software, Negotiation",2,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
620,Employee #620,Sales,Sales Executive,4859.0,No,0.0589,LOW,55.91,MEDIUM,"Communication, Salesforce, CRM Software","Negotiation, Lead Generation, Excel",3,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
621,Employee #621,Sales,Sales Executive,5337.0,No,0.0278,LOW,83.88,HIGH,"Communication, Salesforce, Excel, Negotiation","CRM Software, Lead Generation",2,Professional Skill Development: CRM Software; B2B Digital Marketing & Modern Sales Pipelines
622,Employee #622,Research & Development,Laboratory Technician,2340.0,Yes,0.9844,HIGH,60.79,MEDIUM,"Data Entry, Excel, Lab Safety","Sample Preparation, Quality Control",2,Professional Skill Development: Sample Preparation; Six Sigma Quality Assurance & Process Improvement
623,Employee #623,Research & Development,Manufacturing Director,7491.0,No,0.0175,LOW,67.74,MEDIUM,"Operations Management, Supply Chain, Budgeting","ERP, Lean Six Sigma",2,Professional Skill Development: ERP; Lean Six Sigma Green Belt Enterprise Certification
624,Employee #624,Research & Development,Healthcare Representative,10527.0,No,0.0221,LOW,94.94,HIGH,"Customer Service, EMR Software, Medical Records","Patient Care, Communication",2,Professional Skill Development: Patient Care; Professional Skill Development: Communication
625,Employee #625,Sales,Manager,16595.0,No,0.0822,LOW,74.01,MEDIUM,"Budgeting, Leadership","Project Management, Strategic Planning, Performance Management",3,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
626,Employee #626,Sales,Sales Executive,8834.0,No,0.0251,LOW,87.7,HIGH,"CRM Software, Communication, Excel","Salesforce, Negotiation, Lead Generation",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
630,Employee #630,Research & Development,Research Scientist,5577.0,Yes,0.0367,LOW,90.55,HIGH,"R, Statistics, Data Analysis, Lab Equipment","Python, Machine Learning",2,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
631,Employee #631,Sales,Sales Executive,4707.0,No,0.0133,LOW,63.18,MEDIUM,"Negotiation, Excel, Communication, CRM Software","Salesforce, Lead Generation",2,Salesforce CRM Administrator & Cloud Management; B2B Digital Marketing & Modern Sales Pipelines
632,Employee #632,Sales,Sales Representative,2400.0,No,0.1636,LOW,64.37,MEDIUM,"Salesforce, Communication, CRM","Cold Calling, Customer Service",2,Professional Skill Development: Cold Calling; Professional Skill Development: Customer Service
634,Employee #634,Research & Development,Healthcare Representative,9824.0,No,0.0023,LOW,84.43,HIGH,"Patient Care, Customer Service, EMR Software","Medical Records, Communication",2,Professional Skill Development: Medical Records; Professional Skill Development: Communication
635,Employee #635,Research & Development,Manufacturing Director,6447.0,No,0.0799,LOW,70.11,MEDIUM,"Lean Six Sigma, Supply Chain, ERP, Operations Management",Budgeting,1,Professional Skill Development: Budgeting
638,Employee #638,Research & Development,Research Director,19502.0,Yes,0.001,LOW,72.82,MEDIUM,"Data Analysis, R&D Strategy, Python","Grant Writing, Leadership",2,Research Grant Writing & Innovation Funding Workshop; Professional Skill Development: Leadership
639,Employee #639,Research & Development,Research Scientist,2725.0,Yes,0.0852,LOW,92.09,HIGH,"Statistics, Data Analysis, Machine Learning, R, Lab Equipment",Python,1,Advanced Python Programming & Data Science Masterclass
641,Employee #641,Sales,Sales Executive,6272.0,No,0.0977,LOW,93.39,HIGH,"Lead Generation, Negotiation, Excel","CRM Software, Salesforce, Communication",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
643,Employee #643,Research & Development,Laboratory Technician,2127.0,No,0.1461,LOW,86.03,HIGH,"Quality Control, Excel, Lab Safety","Sample Preparation, Data Entry",2,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
644,Employee #644,Human Resources,Manager,18200.0,No,0.0498,LOW,68.59,MEDIUM,"Leadership, Performance Management, Strategic Planning","Project Management, Budgeting",2,Professional Skill Development: Project Management; Professional Skill Development: Budgeting
645,Employee #645,Sales,Sales Representative,2096.0,No,0.1608,LOW,59.43,MEDIUM,"CRM, Salesforce, Customer Service","Cold Calling, Communication",2,Professional Skill Development: Cold Calling; Professional Skill Development: Communication
647,Employee #647,Research & Development,Laboratory Technician,2886.0,Yes,0.4368,MEDIUM,58.81,MEDIUM,"Sample Preparation, Quality Control, Lab Safety, Data Entry",Excel,1,Professional Skill Development: Excel
648,Employee #648,Sales,Sales Representative,2033.0,No,0.6991,HIGH,60.71,MEDIUM,"Salesforce, Customer Service, Cold Calling","Communication, CRM",2,Professional Skill Development: Communication; Professional Skill Development: CRM
649,Employee #649,Research & Development,Research Scientist,3622.0,Yes,0.0667,LOW,89.45,HIGH,"Python, Data Analysis, Lab Equipment, R","Statistics, Machine Learning",2,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
650,Employee #650,Sales,Sales Executive,4233.0,No,0.3096,MEDIUM,92.88,HIGH,"Negotiation, CRM Software, Salesforce","Communication, Lead Generation, Excel",3,Professional Skill Development: Communication; B2B Digital Marketing & Modern Sales Pipelines
652,Employee #652,Research & Development,Laboratory Technician,3681.0,No,0.4274,MEDIUM,71.89,MEDIUM,"Sample Preparation, Lab Safety, Excel","Quality Control, Data Entry",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Data Entry
653,Employee #653,Sales,Sales Executive,5460.0,No,0.0072,LOW,63.3,MEDIUM,"Excel, CRM Software, Salesforce, Lead Generation","Negotiation, Communication",2,Professional Skill Development: Negotiation; Professional Skill Development: Communication
655,Employee #655,Research & Development,Research Scientist,2187.0,No,0.0207,LOW,91.31,HIGH,"Python, R, Statistics, Machine Learning","Data Analysis, Lab Equipment",2,Professional Skill Development: Data Analysis; Professional Skill Development: Lab Equipment
656,Employee #656,Sales,Sales Executive,9602.0,Yes,0.1828,LOW,90.87,HIGH,"Negotiation, Communication, Salesforce, Lead Generation","CRM Software, Excel",2,Professional Skill Development: CRM Software; Professional Skill Development: Excel
657,Employee #657,Research & Development,Research Scientist,2836.0,No,0.0807,LOW,68.75,MEDIUM,"Statistics, Lab Equipment, Machine Learning","Python, Data Analysis, R",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Data Analysis
659,Employee #659,Research & Development,Healthcare Representative,4089.0,No,0.0019,LOW,65.16,MEDIUM,"EMR Software, Patient Care, Communication","Medical Records, Customer Service",2,Professional Skill Development: Medical Records; Professional Skill Development: Customer Service
661,Employee #661,Research & Development,Research Director,16627.0,Yes,0.021,LOW,65.03,MEDIUM,"R&D Strategy, Grant Writing, Data Analysis, Python",Leadership,1,Professional Skill Development: Leadership
662,Employee #662,Research & Development,Research Scientist,2619.0,No,0.0928,LOW,65.74,MEDIUM,"Python, Data Analysis, Statistics","R, Machine Learning, Lab Equipment",3,Statistical Computing & Data Visualization in R; Applied Machine Learning & MLOps Specialization
663,Employee #663,Research & Development,Laboratory Technician,5679.0,Yes,0.2158,LOW,69.49,MEDIUM,"Lab Safety, Excel, Quality Control","Sample Preparation, Data Entry",2,Professional Skill Development: Sample Preparation; Professional Skill Development: Data Entry
664,Employee #664,Research & Development,Manager,15402.0,No,0.0497,LOW,88.76,HIGH,"Performance Management, Budgeting, Leadership","Project Management, Strategic Planning",2,Professional Skill Development: Project Management; Executive Leadership & Strategic Workforce Planning
665,Employee #665,Human Resources,Human Resources,5985.0,No,0.189,LOW,83.77,HIGH,"Employee Relations, Compliance, HRIS","Recruiting, Payroll, Workday",3,Professional Skill Development: Recruiting; Professional Skill Development: Payroll
666,Employee #666,Sales,Sales Representative,2579.0,Yes,0.1663,LOW,92.64,HIGH,"CRM, Salesforce, Customer Service, Cold Calling",Communication,1,Professional Skill Development: Communication
667,Employee #667,Sales,Sales Representative,3041.0,No,0.1207,LOW,63.15,MEDIUM,"Cold Calling, Communication","Salesforce, Customer Service, CRM",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Customer Service
669,Employee #669,Sales,Sales Representative,3447.0,No,0.5649,HIGH,77.57,HIGH,"Salesforce, Customer Service, CRM","Cold Calling, Communication",2,Professional Skill Development: Cold Calling; Professional Skill Development: Communication
671,Employee #671,Research & Development,Manager,19513.0,Yes,0.0068,LOW,59.07,MEDIUM,"Strategic Planning, Budgeting","Leadership, Project Management, Performance Management",3,Professional Skill Development: Leadership; Professional Skill Development: Project Management
675,Employee #675,Research & Development,Research Scientist,2773.0,No,0.0461,LOW,66.91,MEDIUM,"Python, Data Analysis, Statistics, Machine Learning","R, Lab Equipment",2,Statistical Computing & Data Visualization in R; Professional Skill Development: Lab Equipment
677,Employee #677,Sales,Sales Executive,7104.0,No,0.036,LOW,76.33,HIGH,"Communication, Excel, Lead Generation, Salesforce","CRM Software, Negotiation",2,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
679,Employee #679,Research & Development,Research Scientist,6322.0,Yes,0.1005,LOW,66.67,MEDIUM,"Python, Data Analysis, R","Statistics, Machine Learning, Lab Equipment",3,Professional Skill Development: Statistics; Applied Machine Learning & MLOps Specialization
680,Employee #680,Research & Development,Research Scientist,2083.0,No,0.0579,LOW,67.56,MEDIUM,"Lab Equipment, Machine Learning, Data Analysis","Python, Statistics, R",3,Advanced Python Programming & Data Science Masterclass; Professional Skill Development: Statistics
682,Employee #682,Sales,Sales Executive,8381.0,No,0.028,LOW,55.55,MEDIUM,"Communication, Excel, Salesforce, Lead Generation","CRM Software, Negotiation",2,Professional Skill Development: CRM Software; Professional Skill Development: Negotiation
683,Employee #683,Research & Development,Research Scientist,2691.0,No,0.0067,LOW,94.27,HIGH,"Machine Learning, Data Analysis, Python","Statistics, R, Lab Equipment",3,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
684,Employee #684,Sales,Sales Executive,4286.0,No,0.3418,MEDIUM,82.41,HIGH,"Negotiation, Lead Generation, CRM Software","Salesforce, Communication, Excel",3,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Communication
686,Employee #686,Research & Development,Laboratory Technician,2659.0,Yes,0.1879,LOW,75.36,HIGH,"Excel, Sample Preparation, Quality Control","Lab Safety, Data Entry",2,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Data Entry
689,Employee #689,Research & Development,Manufacturing Director,9434.0,No,0.0059,LOW,69.06,MEDIUM,"Budgeting, Lean Six Sigma, Supply Chain, ERP",Operations Management,1,Professional Skill Development: Operations Management
690,Employee #690,Sales,Sales Executive,5561.0,No,0.0511,LOW,94.84,HIGH,"Communication, CRM Software, Salesforce, Lead Generation","Negotiation, Excel",2,Professional Skill Development: Negotiation; Professional Skill Development: Excel
691,Employee #691,Research & Development,Research Scientist,6646.0,No,0.1156,LOW,77.64,HIGH,"Lab Equipment, Statistics, Data Analysis","Python, R, Machine Learning",3,Advanced Python Programming & Data Science Masterclass; Statistical Computing & Data Visualization in R
692,Employee #692,Research & Development,Healthcare Representative,7725.0,No,0.0127,LOW,74.75,MEDIUM,"Communication, Customer Service, Medical Records","Patient Care, EMR Software",2,Professional Skill Development: Patient Care; Healthcare Electronic Medical Records Administration
698,Employee #698,Human Resources,Human Resources,10725.0,No,0.0415,LOW,72.82,MEDIUM,"Workday, Recruiting, Employee Relations, Payroll","HRIS, Compliance",2,Modern HRIS Technology & HR Analytics Management; Professional Skill Development: Compliance
699,Employee #699,Research & Development,Manufacturing Director,8847.0,Yes,0.1832,LOW,73.64,MEDIUM,"Budgeting, Lean Six Sigma","Supply Chain, Operations Management, ERP",3,Global Supply Chain Operations & Logistics Architecture; Professional Skill Development: Operations Management
700,Employee #700,Research & Development,Research Scientist,2045.0,No,0.0976,LOW,78.18,HIGH,"Statistics, Python, Machine Learning","Data Analysis, R, Lab Equipment",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
701,Employee #701,Research & Development,Research Scientist,1009.0,Yes,0.1881,LOW,61.93,MEDIUM,"R, Python, Statistics","Data Analysis, Machine Learning, Lab Equipment",3,Professional Skill Development: Data Analysis; Applied Machine Learning & MLOps Specialization
702,Employee #702,Research & Development,Research Scientist,3348.0,Yes,0.8024,HIGH,55.15,MEDIUM,"Data Analysis, Statistics, Python","R, Machine Learning, Lab Equipment",3,Statistical Computing & Data Visualization in R; Applied Machine Learning & MLOps Specialization
704,Employee #704,Research & Development,Laboratory Technician,1281.0,No,0.0345,LOW,92.57,HIGH,"Quality Control, Excel","Lab Safety, Sample Preparation, Data Entry",3,ISO Certified Laboratory Safety & Bio-hazard Compliance; Professional Skill Development: Sample Preparation
705,Employee #705,Research & Development,Research Scientist,2819.0,No,0.0589,LOW,85.1,HIGH,"Python, Statistics, Lab Equipment","Data Analysis, R, Machine Learning",3,Professional Skill Development: Data Analysis; Statistical Computing & Data Visualization in R
707,Employee #707,Sales,Sales Executive,4851.0,No,0.0207,LOW,69.28,MEDIUM,"Excel, CRM Software, Communication, Lead Generation","Salesforce, Negotiation",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
709,Employee #709,Sales,Sales Executive,4028.0,No,0.0455,LOW,69.56,MEDIUM,"CRM Software, Excel, Salesforce, Communication","Negotiation, Lead Generation",2,Professional Skill Development: Negotiation; B2B Digital Marketing & Modern Sales Pipelines
710,Employee #710,Research & Development,Research Scientist,2720.0,No,0.0132,LOW,77.33,HIGH,"Machine Learning, Data Analysis, Python, Lab Equipment","Statistics, R",2,Professional Skill Development: Statistics; Statistical Computing & Data Visualization in R
712,Employee #712,Sales,Sales Executive,8120.0,No,0.0215,LOW,56.89,MEDIUM,"Lead Generation, Communication, Negotiation","CRM Software, Salesforce, Excel",3,Professional Skill Development: CRM Software; Salesforce CRM Administrator & Cloud Management
714,Employee #714,Sales,Sales Executive,4647.0,Yes,0.0302,LOW,94.58,HIGH,"Salesforce, CRM Software, Excel","Negotiation, Communication, Lead Generation",3,Professional Skill Development: Negotiation; Professional Skill Development: Communication
715,Employee #715,Research & Development,Research Scientist,4680.0,No,0.0367,LOW,93.9,HIGH,"R, Statistics, Data Analysis, Lab Equipment","Python, Machine Learning",2,Advanced Python Programming & Data Science Masterclass; Applied Machine Learning & MLOps Specialization
716,Employee #716,Research & Development,Laboratory Technician,3221.0,Yes,0.0086,LOW,56.31,MEDIUM,"Data Entry, Lab Safety, Sample Preparation","Quality Control, Excel",2,Six Sigma Quality Assurance & Process Improvement; Professional Skill Development: Excel
717,Employee #717,Research & Development,Healthcare Representative,8621.0,No,0.0199,LOW,64.65,MEDIUM,"EMR Software, Medical Records, Patient Care","Customer Service, Communication",2,Professional Skill Development: Customer Service; Professional Skill Development: Communication
720,Employee #720,Sales,Sales Executive,4577.0,No,0.6526,HIGH,58.9,MEDIUM,"Lead Generation, Negotiation, Salesforce, Excel","CRM Software, Communication",2,Professional Skill Development: CRM Software; Professional Skill Development: Communication
721,Employee #721,Research & Development,Healthcare Representative,4553.0,No,0.0419,LOW,62.49,MEDIUM,"EMR Software, Communication","Patient Care, Medical Records, Customer Service",3,Professional Skill Development: Patient Care; Professional Skill Development: Medical Records
722,Employee #722,Sales,Sales Executive,5396.0,No,0.0211,LOW,70.63,MEDIUM,"Salesforce, Communication, Lead Generation, Negotiation","CRM Software, Excel",2,Professional Skill Development: CRM Software; Professional Skill Development: Excel
723,Employee #723,Sales,Sales Executive,6796.0,Yes,0.4109,MEDIUM,62.89,MEDIUM,"Lead Generation, CRM Software, Communication, Excel","Salesforce, Negotiation",2,Salesforce CRM Administrator & Cloud Management; Professional Skill Development: Negotiation
724,Employee #724,Research & Development,Healthcare Representative,7625.0,No,0.0028,LOW,85.86,HIGH,"Medical Records, Customer Service, Patient Care","EMR Software, Communication",2,Healthcare Electronic Medical Records Administration; Professional Skill Development: Communication
725,Employee #725,Research & Development,Manufacturing Director,7412.0,No,0.0082,LOW,63.59,MEDIUM,"Supply Chain, ERP, Operations Management","Budgeting, Lean Six Sigma",2,Professional Skill Development: Budgeting; Lean Six Sigma Green Belt Enterprise Certification
